lead_text	photo_url	title	url	wikipedia_link
"Buddhapālita (Chinese: 佛護; Tibetan: སངས་རྒྱས་བསྐྱངས་, Wylie: sangs rgyas bskyangs, fl. 5th-6th centuries CE) was an Indian Mahayana Buddhist commentator on the works of Nagarjuna and Aryadeva. His Mūlamadhyamaka-vṛtti is an influential commentary to the Mūlamadhyamakakarikā. Buddhapālita's commentarial approach works was criticised by his contemporary Bhāviveka, and then defended by the later Candrakīrti (c. 600–650)."	https://web.archive.org/web/20180221143104/http:/www.buddhapalitavrtti.com:80/%7Cdate=21	Buddhapālita	https://dbpedia.org/page/Buddhap%C4%81lita	http://en.wikipedia.org/wiki/Buddhapālita?oldid=1100317045&ns=0
"Antônio de Castro Mayer (20 June 1904 – 25 April 1991) was a Brazilian prelate of the Roman Catholic Church. A Traditionalist Catholic and ally of Archbishop Marcel Lefebvre, he was Bishop of Campos from 1949 until his resignation in 1981. He is often described as incurring the automatic canonical penalty of excommunication for participating in the 1988 illicit consecration of four bishops of the Society of St. Pius X (SSPX), as did Lefebvre and the four bishops then ordained. He was mentioned in the letter from Cardinal Gantin on July 1 but not in the letter from Pope John Paul II on July 2."	http://dbpedia.org/resource/Campos_dos_Goytacazes	Antônio de Castro Mayer	https://dbpedia.org/page/Ant%C3%B4nio_de_Castro_Mayer	http://en.wikipedia.org/wiki/Antônio_de_Castro_Mayer?oldid=1120260694&ns=0
"Nicolaas Laurens Burman (27 December 1734 – 11 September 1793) was a Dutch botanist. He was the son of Johannes Burman (1707–1780). He succeeded his father to the chair of botany at the Athenaeum Illustre of Amsterdam., and at the Hortus Botanicus. He continued the correspondence with Carl Linnaeus, joining him at the University of Uppsala in 1760. He is the author of numerous works including Specimen botanicum de geraniis (1759) and Flora Indica (1768) which was later completed by Johann Gerhard Koenig (1728–1785)."	http://commons.wikimedia.org/wiki/Special:FilePath/Burman.jpg?width=300	Nicolaas Laurens Burman	https://dbpedia.org/page/Nicolaas_Laurens_Burman	http://en.wikipedia.org/wiki/Nicolaas_Laurens_Burman?oldid=1026011887&ns=0
"Manierre Dawson (December 22, 1887- August 15, 1969) was an abstract American painter and sculptor."	http://commons.wikimedia.org/wiki/Special:FilePath/Manierre_Dawson_-_Xdx_-_Google_Art_Project.jpg?width=300	Manierre Dawson	https://dbpedia.org/page/Manierre_Dawson	http://en.wikipedia.org/wiki/Manierre_Dawson?oldid=1121282139&ns=0
"Kinabalu Park (Malay: Taman Kinabalu), established as one of the first national parks of Malaysia in 1964, is Malaysia's first World Heritage Site designated by UNESCO in December 2000 for its ""outstanding universal values"" and the role as one of the most important biological sites in the world with more than 4,500 species of flora and fauna, including 326 bird and around 100 mammal species, and over 110 land snail species. The park is one of the most popular tourist spots in Sabah and Malaysia in general. In 2010, the park received 611,624 visitors, including 47,613 climbers."	http://dbpedia.org/resource/Tuaran	Kinabalu Park	https://dbpedia.org/page/Kinabalu_Park	http://en.wikipedia.org/wiki/Kinabalu_Park?oldid=1109587887&ns=0
Alvise Giovanni Mocenigo (1701–1778) was doge of Venice from 1763 until his death.	http://dbpedia.org/resource/Marco_Foscarini	Alvise Giovanni Mocenigo	https://dbpedia.org/page/Alvise_Giovanni_Mocenigo	http://en.wikipedia.org/wiki/Alvise_Giovanni_Mocenigo?oldid=1115584343&ns=0
"David Berlinski (born 1942) is an American author who has written books about mathematics and the history of science as well as fiction. An opponent of evolution, he is a senior fellow of the Discovery Institute's Center for Science and Culture, an organization dedicated to promulgating the pseudoscience of intelligent design."	http://dbpedia.org/resource/Princeton_University	David Berlinski	https://dbpedia.org/page/David_Berlinski	http://en.wikipedia.org/wiki/David_Berlinski?oldid=1122767875&ns=0
"John Henry Gurney Jr. (1848–1922), was a British ornithologist from the Gurney family."	https://www.biodiversitylibrary.org/page/28542030%23page/166/mode/1up	John Henry Gurney Jr.	https://dbpedia.org/page/John_Henry_Gurney_Jr.	http://en.wikipedia.org/wiki/John_Henry_Gurney_Jr.?oldid=1093368611&ns=0
Johann Sebastian Bach (31 March [O.S. 21 March] 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He is known for his orchestral music such as the Brandenburg Concertos; instrumental compositions such as the Cello Suites; keyboard works such as the Goldberg Variations and The Well-Tempered Clavier; organ works such as the Schubler Chorales and the Toccata and Fugue in D minor; and vocal music such as the St Matthew Passion and the Mass in B minor. Since the 19th-century Bach revival he has been generally regarded as one of the greatest composers in the history of Western music.	http://dbpedia.org/resource/Leipzig	Johann Sebastian Bach	https://dbpedia.org/page/Johann_Sebastian_Bach	http://en.wikipedia.org/wiki/Johann_Sebastian_Bach?oldid=1119767408&ns=0
"Alexander Lyon Macfie is a British historian who has written widely on historiography and Orientalism. Macfie completed his undergraduate studies at the University of Manchester in the 1950s, later completing a PhD. More recently, he has been closely associated with the Institute of Historical Research at the University of London and their philosophy of history seminar, attendance at which has influenced his thinking on historiography."	http://dbpedia.org/resource/Template:Authority_control	A. L. Macfie	https://dbpedia.org/page/A._L._Macfie	http://en.wikipedia.org/wiki/A._L._Macfie?oldid=1120949971&ns=0
"The PT-76 is a Soviet amphibious light tank that was introduced in the early 1950s and soon became the standard reconnaissance tank of the Soviet Army and the other Warsaw Pact armed forces. It was widely exported to other friendly states, like India, Iraq, Syria, North Korea and North Vietnam. The tank's full name is Floating Tank–76 (плавающий танк, plavayushchiy tank, or ПТ-76). 76 stands for the caliber of the main armament: the 76.2 mm D-56T series rifled tank gun."	http://commons.wikimedia.org/wiki/Special:FilePath/Verkhnyaya_Pyshma_Tank_Museum_2012_0181.jpg?width=300	PT-76	https://dbpedia.org/page/PT-76	http://en.wikipedia.org/wiki/PT-76?oldid=1121885408&ns=0
"Leopold Gottlieb Biwald (February 26, 1731 in Vienna – September 8, 1805 in Graz) was a professor at the University of Graz. At the age of sixteen Biwald joined the Jesuits. He became teacher of rhetoric at a secondary school in Laibach and graduated as Dr. theol. in 1761. He became professor of logic and soon afterwards of physics at the University of Graz. In 1786-1787 and again 1798-1799 he was rector of the University of Graz. His bust, made in 1807 by Johann Martin Fischer, is now displayed in the main reading room of the University Library of Graz."	http://commons.wikimedia.org/wiki/Special:FilePath/Leopold_Biwald_2005.jpg?width=300	Leopold Biwald	https://dbpedia.org/page/Leopold_Biwald	http://en.wikipedia.org/wiki/Leopold_Biwald?oldid=1116614681&ns=0
"Phuket (/puːˈkɛt/ poo-KET; Thai: เทศบาลนครภูเก็ต or ภูเก็ต, pronounced [pʰūː.kèt]) is a city in the southeast of Phuket Island, Thailand. It is the capital of Phuket province. As of 2020 the city had a population of 79,308. It covers the subdistricts (tambons) Talat Yai (Thai: ตลาดใหญ่) and Talat Nuea (Thai: ตลาดเหนือ) of Mueang Phuket district. Phuket is 862 km (535.6 mi) south of Bangkok."	http://commons.wikimedia.org/wiki/Special:FilePath/Phuket_City.jpg?width=300	Phuket (city)	https://dbpedia.org/page/Phuket_(city)	http://en.wikipedia.org/wiki/Phuket_(city)?oldid=1108691306&ns=0
"Charles Meynier (1763 or 1768, Paris – 1832, Paris) was a French painter of historical subjects in the late 18th and early 19th century. He was a contemporary of Antoine-Jean Gros and Jacques-Louis David."	"http://commons.wikimedia.org/wiki/Special:FilePath/Capet_-_Portrait_de_Charles_Meynier,_MU1511.jpg?width=300"	Charles Meynier	https://dbpedia.org/page/Charles_Meynier	http://en.wikipedia.org/wiki/Charles_Meynier?oldid=1094400453&ns=0
"Manfred ""Manni"" Burgsmüller (22 December 1949 – 18 May 2019) was a German professional footballer who played mainly as a striker; he also occasionally operated as a midfielder. He appeared in 447 Bundesliga games over the course of 17 seasons, mainly for Borussia Dortmund and Werder Bremen, scoring 213 goals. After retiring professionally in his 40s, he played as a kicker in American football."	http://dbpedia.org/resource/West_Germany	Manfred Burgsmüller	https://dbpedia.org/page/Manfred_Burgsm%C3%BCller	http://en.wikipedia.org/wiki/Manfred_Burgsmüller?oldid=1099804965&ns=0
"Ezatollah Negahban (Persian: عزت‌الله نگهبان; March 1, 1926 – 2 February 2009) was an Iranian archaeologist known as the father of Iranian modern archaeology."	http://www.iranicaonline.org/articles/negahban-ezat	Ezzat Negahban	https://dbpedia.org/page/Ezzat_Negahban	http://en.wikipedia.org/wiki/Ezzat_Negahban?oldid=1098925769&ns=0
"Lili Dujourie (born 1941 in Roeselare, Belgium) is a Flemish visual artist who works primarily in sculptures, paintings, and video. She has had numerous solo and group exhibitions since 1968 and continues to make art today."	http://dbpedia.org/resource/Template:Authority_control	Lili Dujourie	https://dbpedia.org/page/Lili_Dujourie	http://en.wikipedia.org/wiki/Lili_Dujourie?oldid=1098551938&ns=0
"Lytkarino (Russian: Лытка́рино) is a town in Moscow Oblast, Russia, located on the left bank of the Moskva River 6 kilometers (3.7 mi) southeast of Moscow (from MKAD). Population: 65,212 (2021 Census); 55,237 (2010 Census); 50,798 (2002 Census); 50,968 (1989 Census)."	http://dbpedia.org/resource/Russia	Lytkarino	https://dbpedia.org/page/Lytkarino	http://en.wikipedia.org/wiki/Lytkarino?oldid=1124921164&ns=0
"Sylvester James Jr. (September 6, 1947 – December 16, 1988), known mononymously as Sylvester, was an American singer-songwriter. Primarily active in the genres of disco, rhythm and blues, and soul, he was known for his flamboyant and androgynous appearance, falsetto singing voice, and hit disco singles in the late 1970s and 1980s. Sylvester was an activist who campaigned against the spread of HIV/AIDS. He died from complications arising from the virus in 1988, leaving all future royalties from his work to San Francisco-based HIV/AIDS charities."	http://dbpedia.org/resource/California	Sylvester (singer)	https://dbpedia.org/page/Sylvester_(singer)	http://en.wikipedia.org/wiki/Sylvester_(singer)?oldid=1118985440&ns=0
"William Rogers Campbell ""Sonny"" Clay (May 15, 1899, Chapel Hill, Texas - April 13, 1973, Los Angeles) was an American jazz pianist, drummer, and bandleader, who had an unusual impact on the development of Australian jazz."	http://dbpedia.org/resource/Jelly_Roll_Morton	Sonny Clay	https://dbpedia.org/page/Sonny_Clay	http://en.wikipedia.org/wiki/Sonny_Clay?oldid=1053754723&ns=0
"Matthias Eduard Schweizer (8 August 1818 – 23 October 1860) was a Swiss chemistwho in 1857 invented Schweizer's reagent, in which cellulose can be dissolved to produce artificial silk or rayon.He was one of the pioneers of the synthetic textile industry."	http://dbpedia.org/resource/Zürich	Matthias Eduard Schweizer	https://dbpedia.org/page/Matthias_Eduard_Schweizer	http://en.wikipedia.org/wiki/Matthias_Eduard_Schweizer?oldid=1101833481&ns=0
"Neturei Karta (Jewish Babylonian Aramaic: נָטוֹרֵי קַרְתָּא, romanized: nāṭōrēy qartāʾ, lit. 'Guardians of the City') is a religious group of Haredi Jews, formally created in Jerusalem, then in Mandatory Palestine, in 1938, splitting off from Agudas Yisrael. Neturei Karta opposes Zionism and calls for a ""peaceful dismantling"" of the State of Israel, in the belief that Jews are forbidden to have their own state until the coming of the Jewish Messiah and that the state of Israel is a rebellion against God. While the Neturei Karta describe themselves as true traditional Jews, the more secular US-based Jewish Anti-Defamation League has described them as ""the farthest fringes of Judaism""."	http://dbpedia.org/resource/Moshe_Ber_Beck	Neturei Karta	https://dbpedia.org/page/Neturei_Karta	http://en.wikipedia.org/wiki/Neturei_Karta?oldid=1109077432&ns=0
"George Fillmore Swain (2 March 1857, San Francisco, California - 1 July 1931) was a civil engineer from the United States. He was a professor at the Massachusetts Institute of Technology (MIT) and later at Harvard University."	http://commons.wikimedia.org/wiki/Special:FilePath/NAS_George_Fillmore_Swain.jpg?width=300	George Fillmore Swain	https://dbpedia.org/page/George_Fillmore_Swain	http://en.wikipedia.org/wiki/George_Fillmore_Swain?oldid=1020190655&ns=0
"Francis Danby ARA (16 November 1793 – 9 February 1861) was an Irish painter of the Romantic era. His imaginative, dramatic landscapes were comparable to those of John Martin. Danby initially developed his imaginative style while he was the central figure in a group of artists who have come to be known as the Bristol School. His period of greatest success was in London in the 1820s."	http://dbpedia.org/resource/Landscape_painting	Francis Danby	https://dbpedia.org/page/Francis_Danby	http://en.wikipedia.org/wiki/Francis_Danby?oldid=1029459640&ns=0
"Edward Henry Whinfield (1836–1922) was a translator of Persian literature. He wrote the first well-commented English translations of Hafez and Rumi, as well as a side-by-side translation of 500 quatrains of the Rubáiyát of Omar Khayyám in 1883."	http://dbpedia.org/resource/Template:Librivox_author	Edward Henry Whinfield	https://dbpedia.org/page/Edward_Henry_Whinfield	http://en.wikipedia.org/wiki/Edward_Henry_Whinfield?oldid=1083126208&ns=0
"Aryeh Shander, MD, FCCM, FCCP is an anesthesiologist known for his work with bloodless procedures."	https://web.archive.org/web/20070302011613/http:/www.sabm.org/about/board/shander.php	Aryeh Shander	https://dbpedia.org/page/Aryeh_Shander	http://en.wikipedia.org/wiki/Aryeh_Shander?oldid=1086276366&ns=0
"Louka Katseli (Greek: Λούκα Κατσέλη, pronounced [ˈluka kaˈtseli]; born 20 April 1952) is a Greek economist and politician. Today, she is Professor Emeritus of the National and Kapodistrian University of Athens, Chair of the National Bank of Greece in Cyprus, CEO of , Vice President of the (ACBF), member of the Independent Commission for Sustainable Equality, Progressive Alliance of Socialists and Democrats - S&D, and business consultant for enterprises and organizations in Greece and Europe."	http://dbpedia.org/resource/Smith_College	Louka Katseli	https://dbpedia.org/page/Louka_Katseli	http://en.wikipedia.org/wiki/Louka_Katseli?oldid=1115860239&ns=0
"Wilhelm Conrad Röntgen (/ˈrɛntɡən, -dʒən, ˈrʌnt-/; German pronunciation: [ˈvɪlhɛlm ˈʁœntɡən]; 27 March 1845 – 10 February 1923) was a German mechanical engineer and physicist, who, on 8 November 1895, produced and detected electromagnetic radiation in a wavelength range known as X-rays or Röntgen rays, an achievement that earned him the inaugural Nobel Prize in Physics in 1901. In honour of Röntgen's accomplishments, in 2004 the International Union of Pure and Applied Chemistry (IUPAC) named element 111, roentgenium, a radioactive element with multiple unstable isotopes, after him. The unit of measurement roentgen was also named after him."	http://dbpedia.org/resource/German_Confederation	Wilhelm Röntgen	https://dbpedia.org/page/Wilhelm_R%C3%B6ntgen	http://en.wikipedia.org/wiki/Wilhelm_Röntgen?oldid=1117928475&ns=0
"Girls Aloud were an English-Irish pop girl group that was created through the ITV talent show Popstars: The Rivals in 2002. The group comprised singers Cheryl, Nadine Coyle, Sarah Harding, Nicola Roberts and Kimberley Walsh. The group achieved a string of twenty consecutive top ten singles in the United Kingdom, including four number ones. They also achieved seven certified albums, of which two reached number one. They have been nominated for five Brit Awards, winning the 2009 Best Single for ""The Promise""."	http://commons.wikimedia.org/wiki/Special:FilePath/Ten_Tour_2013.jpg?width=300	Girls Aloud	https://dbpedia.org/page/Girls_Aloud	http://en.wikipedia.org/wiki/Girls_Aloud?oldid=1117197999&ns=0
"Acts of Thomas is an early 3rd-century text, one of the New Testament apocrypha within the Acts of the Apostles subgenre. References to the work by Epiphanius of Salamis show that it was in circulation in the 4th century. The complete versions that survive are Syriac and Greek. There are many surviving fragments of the text. Scholars detect from the Greek that its original was written in Syriac, which places the Acts of Thomas in Edessa, likely authored before 240 CE. The surviving Syriac manuscripts, however, have been edited to purge them of the most unorthodox overtly Encratite passages, so that the Greek versions reflect the earlier tradition."	http://commons.wikimedia.org/wiki/Special:FilePath/Thomas.jpg?width=300	Acts of Thomas	https://dbpedia.org/page/Acts_of_Thomas	http://en.wikipedia.org/wiki/Acts_of_Thomas?oldid=1113039360&ns=0
"Hermann Julius Höfle, also Hans (or) Hermann Hoefle ((German: [ˈhɛʁman ˈhøːflə]; 19 June 1911 – 21 August 1962), was an Austrian-born SS commander and Holocaust perpetrator during the Nazi era. He was deputy to Odilo Globočnik in the Aktion Reinhard program, serving as his main deportation and extermination expert. Arrested in 1961 in connection with these crimes, Höfle committed suicide by hanging in prison before he was tried."	http://dbpedia.org/resource/Schutzstaffel	Hermann Höfle	https://dbpedia.org/page/Hermann_H%C3%B6fle	http://en.wikipedia.org/wiki/Hermann_Höfle?oldid=1122536753&ns=0
"The Society of Experimental Test Pilots is an international organization that seeks to promote air safety and contributes to aeronautical advancement by promoting sound aeronautical design and development; interchanging ideas, thoughts and suggestions of the members, assisting in the professional development of experimental pilots, and providing scholarships and aid to members and the families of deceased members."	http://dbpedia.org/resource/Society_of_Experimental_Test_Pilots__PersonFunction__1	Society of Experimental Test Pilots	https://dbpedia.org/page/Society_of_Experimental_Test_Pilots	http://en.wikipedia.org/wiki/Society_of_Experimental_Test_Pilots?oldid=1112727993&ns=0
"Hans Peter Hansen (20 December 1829 – 18 November 1899) was a Danish xylographer who specialized in portraits. Hansen was born in Copenhagen. He first learned the profession of watchmaking before studying woodcutting under , , and . At the same time, he also followed courses at the Academy of Arts of Copenhagen (1843/44). In 1854, he travelled to Germany, first to Dresden and then to Leipzig, where he settled. In 1859, he married Clara Aurelia Sophie Langer (5 August 1830 – 1 July 1913), the daughter of the engraver and sister of engraver (17 December 1819 – 1895)."	http://commons.wikimedia.org/wiki/Special:FilePath/Hans_Peter_Hansen_1829-1899_by_Peter_Most_02.jpg?width=300	Hans Peter Hansen	https://dbpedia.org/page/Hans_Peter_Hansen	http://en.wikipedia.org/wiki/Hans_Peter_Hansen?oldid=1089848702&ns=0
"Gérard Lenorman (born 9 February 1945) is a French singer-songwriter. Lenorman was born at the Château de Bénouville, Calvados (Normandy) when it was a maternity hospital. He is the son of Madeleine Lenormand and an unknown German soldier. Lenorman has four children with his ex-wife Caroline: Mathieu, Justine, Clémence and Victor. He released his first album in 1969."	http://dbpedia.org/resource/Chanson_française	Gérard Lenorman	https://dbpedia.org/page/G%C3%A9rard_Lenorman	http://en.wikipedia.org/wiki/Gérard_Lenorman?oldid=1124306447&ns=0
"Wetter (Ruhr) is a town in western Germany, in the federal state of North Rhine-Westphalia and the district of Ennepe-Ruhr-Kreis. The river Ruhr flows through the urban area, separating the district of Alt-Wetter from the districts of Esborn, Volmarstein and Wengern. The cities of Dortmund and Bochum are within 20 minutes by road or rail."	http://dbpedia.org/resource/Ennepe-Ruhr-Kreis	Wetter (Ruhr)	https://dbpedia.org/page/Wetter_(Ruhr)	http://en.wikipedia.org/wiki/Wetter_(Ruhr)?oldid=1117553149&ns=0
"Sergiyev Posad (Russian: Се́ргиев Поса́д, IPA: [ˈsʲɛrgʲɪ(j)ɪf pɐˈsat]) is a city and the administrative center of Sergiyevo-Posadsky District in Moscow Oblast, Russia. Population: 111,179 (2010 Census); 113,581 (2002 Census); 114,696 (1989 Census). It was previously known as Sergiyev Posad (until 1919), Sergiyev (until 1930), Zagorsk (until 1991)."	http://dbpedia.org/resource/Russia	Sergiyev Posad	https://dbpedia.org/page/Sergiyev_Posad	http://en.wikipedia.org/wiki/Sergiyev_Posad?oldid=1124169383&ns=0
"Anthonie van Borssom (January 2, 1631 in Amsterdam – March 19, 1677 in Amsterdam), was a Dutch Golden Age landscape painter."	http://commons.wikimedia.org/wiki/Special:FilePath/Borssom_Landscape_with_Cows.jpg?width=300	Anthonie van Borssom	https://dbpedia.org/page/Anthonie_van_Borssom	http://en.wikipedia.org/wiki/Anthonie_van_Borssom?oldid=1085546919&ns=0
"Passementerie (/pæsˈmɛntri/, French pronunciation: ​[pɑsmɑ̃tri]) or passementarie is the art of making elaborate trimmings or edgings (in French, passements) of applied braid, gold or silver cord, embroidery, colored silk, or beads for clothing or furnishings. Styles of passementerie include the tassel, fringes (applied, as opposed to integral), ornamental cords, galloons, pompons, rosettes, and gimps, as well as other forms. Tassels, pompons, and rosettes are point ornaments, and the others are linear ornaments."	http://commons.wikimedia.org/wiki/Special:FilePath/Passementerie.jpg?width=300	Passementerie	https://dbpedia.org/page/Passementerie	http://en.wikipedia.org/wiki/Passementerie?oldid=1097491520&ns=0
"Rainer Maria Latzke (born 28 December 1950) is a German artist working in the field of trompe-l'œil and mural painting. He taught at the Utah State University and is founder of the Institute of Frescography. Latzke is Honorary Professor of the Fudan University, Shanghai and Guest Professor of the Shanghai Institute of Visual Art . Latzke was ranked one of the 12 cultural trendsetters of the 1990s by Forbes and one of the world's best artists of the last four centuries by the Artists Trade Union of Russia. He is a cousin of Poland´s wealthiest entrepreneur Jan Kulczyk."	http://dbpedia.org/resource/Renaissance_art	Rainer Maria Latzke	https://dbpedia.org/page/Rainer_Maria_Latzke	http://en.wikipedia.org/wiki/Rainer_Maria_Latzke?oldid=1087727491&ns=0
"David Levering Lewis (born May 25, 1936) is an American historian, a Julius Silver University Professor, and a professor of history at New York University. He is twice winner of the Pulitzer Prize for Biography or Autobiography, for part one and part two of his biography of W. E. B. Du Bois (in 1994 and 2001, respectively). He is the first author to win Pulitzer Prizes for biography for two successive volumes on the same subject."	http://dbpedia.org/resource/History	David Levering Lewis	https://dbpedia.org/page/David_Levering_Lewis	http://en.wikipedia.org/wiki/David_Levering_Lewis?oldid=1124193607&ns=0
"Machi Tawara (俵 万智, Tawara Machi, born December 31, 1962) is a contemporary Japanese writer, translator and poet. Tawara is most famous as a contemporary poet. She is credited with revitalizing the tanka for modern Japanese audiences. Her skill as a translator consist of translating classical Japanese into modern Japanese, for example books such as the Man'yōshū and the Taketori Monogatari."	http://www.gtpweb.net/twr/indexe.htm	Machi Tawara	https://dbpedia.org/page/Machi_Tawara	http://en.wikipedia.org/wiki/Machi_Tawara?oldid=1032138944&ns=0
"Il segreto di Susanna (English: Susanna's Secret, German: Susannens Geheimnis) is an intermezzo in one act by Ermanno Wolf-Ferrari to an Italian libretto by Enrico Golisciani. The premiere of the opera was in German, in a translation by Max Kalbeck, at the Hoftheater in Munich on 4 December 1909."	http://commons.wikimedia.org/wiki/Special:FilePath/Ermanno_Wolf-Ferrari_1906.jpg?width=300	Il segreto di Susanna	https://dbpedia.org/page/Il_segreto_di_Susanna	http://en.wikipedia.org/wiki/Il_segreto_di_Susanna?oldid=1070711588&ns=0
"Arthur Joseph Griffith (Irish: Art Seosamh Ó Gríobhtha; 31 March 1871 – 12 August 1922) was an Irish writer, newspaper editor and politician who founded the political party Sinn Féin. He led the Irish delegation at the negotiations that produced the 1921 Anglo-Irish Treaty, and served as the president of Dáil Éireann from January 1922 until his death later in August."	http://dbpedia.org/resource/Intracerebral_hemorrhage	Arthur Griffith	https://dbpedia.org/page/Arthur_Griffith	http://en.wikipedia.org/wiki/Arthur_Griffith?oldid=1118944505&ns=0
"Francisco García Tortosa (born in La Ñora (Murcia, Spain) on September 15, 1937) is a Spanish University Professor, literary critic, and translator into Spanish. In Spain García Tortosa is considered one of the chief experts on the figure and work of the Irish writer, James Joyce, whose creations he has translated and about which he has published a wide range of studies.The Irish hispanist, Ian Gibson, has called García Tortosa «Spain's leading expert on Joyce», while considering his translation of Ulysses, in collaboration with María Luisa Venegas, as «prodigious»."	http://commons.wikimedia.org/wiki/Special:FilePath/Francisco_García_Tortosa.jpg?width=300	Francisco García Tortosa	https://dbpedia.org/page/Francisco_Garc%C3%ADa_Tortosa	http://en.wikipedia.org/wiki/Francisco_García_Tortosa?oldid=1124385828&ns=0
"Agostino Ramelli (1531–ca. 1610) was an Italian engineer best known for writing and illustrating the book of engineering designs Le diverse et artificiose machine del Capitano Agostino Ramelli, which contains, among others, his design for the bookwheel. Ramelli was born in Ponte Tresa or Mesanzena, today in Switzerland. During the Siege of La Rochelle (1572–1573), he successfully engineered a mine under a bastion and breached the fortification, making him popular with his commander, Henri d'Anjou, who later became King Henri III of France."	http://commons.wikimedia.org/wiki/Special:FilePath/Agostino_Ramelli_from_Diverse_et_artificiose_machine_cropped.jpg?width=300	Agostino Ramelli	https://dbpedia.org/page/Agostino_Ramelli	http://en.wikipedia.org/wiki/Agostino_Ramelli?oldid=1047258949&ns=0
"The Dumbarton Oaks Conference, or, more formally, the Washington Conversations on International Peace and Security Organization, was an international conference at which proposals for the establishment of a ""general international organization"", which was to become the United Nations, were formulated and negotiated. The conference was led by the Big Four – the United States, the United Kingdom, and the USSR. It was held at the Dumbarton Oaks estate in Washington, D.C., from August 21, 1944, to October 7, 1944."	"http://commons.wikimedia.org/wiki/Special:FilePath/Washington_conversations_on_international_organization,_Dumbarton_Oaks,_Washington,_D.C.,_USA_(August_1944).jpg?width=300"	Dumbarton Oaks Conference	https://dbpedia.org/page/Dumbarton_Oaks_Conference	http://en.wikipedia.org/wiki/Dumbarton_Oaks_Conference?oldid=1123212472&ns=0
"Sarah Michelle Prinze (née Gellar /ˈɡɛlər/ GHEL-ər; born April 14, 1977) is an American actress, producer, and entrepreneur. After being spotted at the age of four in New York City, she made her screen acting debut in the television film An Invasion of Privacy (1983). A leading role on the teen drama series Swans Crossing (1992) was followed by her role as Kendall Hart on the ABC daytime soap opera All My Children (1993–1995), for which she won the Daytime Emmy Award for Outstanding Younger Actress in a Drama Series."	"http://dbpedia.org/resource/Long_Island,_New_York"	Sarah Michelle Gellar	https://dbpedia.org/page/Sarah_Michelle_Gellar	http://en.wikipedia.org/wiki/Sarah_Michelle_Gellar?oldid=1122635257&ns=0
"Catherine of Pomerania (German: Katharina von Pommern; c. 1390 - 4 March 1426), was a Pomeranian princess, and a Countess Palatine of Neumarkt as the wife of John, Count Palatine of Neumarkt, and the mother of Christopher of Bavaria, king of the Kalmar Union."	http://commons.wikimedia.org/wiki/Special:FilePath/Kloster_Gnadenberg_05.jpg?width=300	"Catherine of Pomerania, Countess Palatine of Neumarkt"	"https://dbpedia.org/page/Catherine_of_Pomerania,_Countess_Palatine_of_Neumarkt"	"http://en.wikipedia.org/wiki/Catherine_of_Pomerania,_Countess_Palatine_of_Neumarkt?oldid=1122232198&ns=0"
"Boris Vasilievich Spassky (Russian: Бори́с Васи́льевич Спа́сский, tr. Borís Vasíl'yevich Spásskiy; born January 30, 1937) is a Russian chess grandmaster who was the tenth World Chess Champion, holding the title from 1969 to 1972. Spassky played three world championship matches: he lost to Tigran Petrosian in 1966; defeated Petrosian in 1969 to become world champion; then lost to Bobby Fischer in a famous match in 1972."	http://dbpedia.org/resource/Russian_Soviet_Federative_Socialist_Republic	Boris Spassky	https://dbpedia.org/page/Boris_Spassky	http://en.wikipedia.org/wiki/Boris_Spassky?oldid=1119022621&ns=0
"William Seymour Tyler (September 2, 1810 – November 19, 1897) was the Amherst College, Massachusetts, historian during his tenure as professor of Latin, Greek, and Greek literature from 1832-1893."	"http://dbpedia.org/resource/Amherst,_Massachusetts"	William Seymour Tyler	https://dbpedia.org/page/William_Seymour_Tyler	http://en.wikipedia.org/wiki/William_Seymour_Tyler?oldid=1114197209&ns=0
"Elliot Perlman (born 7 May 1964) is an Australian author and barrister. He has written four novels (Three Dollars, Seven Types of Ambiguity, The Street Sweeper and Maybe the Horse Will Talk), one short story collection (The Reasons I Won't Be Coming) and a book for children."	http://www.barristers.com.au/	Elliot Perlman	https://dbpedia.org/page/Elliot_Perlman	http://en.wikipedia.org/wiki/Elliot_Perlman?oldid=1118972693&ns=0
Robert Desnos (French: [ʁɔbɛʁ dɛsnos]; 4 July 1900 – 8 June 1945) was a French poet who played a key role in the Surrealist movement of his day.	http://dbpedia.org/resource/Czechoslovakia	Robert Desnos	https://dbpedia.org/page/Robert_Desnos	http://en.wikipedia.org/wiki/Robert_Desnos?oldid=1104279040&ns=0
"Saint-Hyacinthe (/ˈhaɪəsɪnθ/; French: [sɛ̃t‿ijasɛ̃t]) is a city in southwestern Quebec east of Montreal on the Yamaska River. The population as of the 2021 Canadian census was 57,239. The city is located in Les Maskoutains Regional County Municipality of the Montérégie region, and is traversed by the Yamaska River. Quebec Autoroute 20 runs perpendicular to the river. Saint-Hyacinthe is the seat of the judicial district of the same name."	http://commons.wikimedia.org/wiki/Special:FilePath/St-Hyacinthe_-_Hiver_2006_-_Parc_Casimir-Dessaules.jpg?width=300	Saint-Hyacinthe	https://dbpedia.org/page/Saint-Hyacinthe	http://en.wikipedia.org/wiki/Saint-Hyacinthe?oldid=1115772488&ns=0
