lead_text	photo_url	title	url	wikipedia_link
"The Connecticut Colony or Colony of Connecticut, originally known as the Connecticut River Colony or simply the River Colony, was an English colony in New England which later became Connecticut. It was organized on March 3, 1636 as a settlement for a Puritan congregation, and the English permanently gained control of the region in 1637 after struggles with the Dutch. The colony was later the scene of a bloody war between the colonists and Pequot Indians known as the Pequot War. Connecticut Colony played a significant role in the establishment of self-government in the New World with its refusal to surrender local authority to the Dominion of New England, an event known as the Charter Oak incident which occurred at Jeremy Adams' inn and tavern."	"http://dbpedia.org/resource/Hartford,_Connecticut"	Connecticut Colony	https://dbpedia.org/page/Connecticut_Colony	http://en.wikipedia.org/wiki/Connecticut_Colony?oldid=1124729717&ns=0
"Joan Field (April 28, 1915 – March 18, 1988) was an American violinist."	http://dbpedia.org/resource/Joan_Field__PersonFunction__1	Joan Field	https://dbpedia.org/page/Joan_Field	http://en.wikipedia.org/wiki/Joan_Field?oldid=1123076454&ns=0
"The hei-tiki (/heɪˈtɪki/) is an ornamental pendant of the Māori of New Zealand. Hei-tiki are usually made of pounamu (greenstone), and are considered a taonga (treasure) by Māori. They are commonly called tiki by New Zealanders, a term that originally refers to large human figures carved in wood and to the small wooden carvings used to mark sacred places. (The word hei in Māori can mean ""to wear around the neck"".) Retailers sell tourist versions of hei-tiki throughout New Zealand—these can be made from jade, other types of stone, plastic, or other materials."	http://commons.wikimedia.org/wiki/Special:FilePath/Hinepare.jpg?width=300	Hei-tiki	https://dbpedia.org/page/Hei-tiki	http://en.wikipedia.org/wiki/Hei-tiki?oldid=1108035729&ns=0
"Jorge Urrutia Blondel (August 17, 1905 – July 5, 1981), was a Chilean composer, educator and writer, born in 1905. He has composed ballet music, symphonic poems, and works for piano and for voice. He is regarded as a Chilean nationalist in his music, but nevertheless the influence of Claude Debussy and Maurice Ravel can be detected in his orchestration and harmony. He co-authored, with , Historia de la musica en Chile (History of Music in Chile), published in 1971."	http://dbpedia.org/resource/Template:About	Jorge Urrutia	https://dbpedia.org/page/Jorge_Urrutia	http://en.wikipedia.org/wiki/Jorge_Urrutia?oldid=882857565&ns=0
"Benvenuto Cellini is an opera semiseria in four tableaux (spread across two or three acts) by Hector Berlioz, his first full-length work for the stage. Premiered at the Académie Royale de Musique (Salle Le Peletier) on 10 September 1838, it is a setting of a libretto by Léon de Wailly and Henri Auguste Barbier who were inspired by the memoirs of the titular Florentine sculptor but who invented most of the plot. The opera is technically challenging and was until the 21st century rarely performed. But its overture sometimes features in orchestral concerts, as does the concert overture Le carnaval romain which Berlioz composed from material in the opera."	http://dbpedia.org/resource/Benvenuto_Cellini_(opera)__Sound__1	Benvenuto Cellini (opera)	https://dbpedia.org/page/Benvenuto_Cellini_(opera)	http://en.wikipedia.org/wiki/Benvenuto_Cellini_(opera)?oldid=1121878665&ns=0
Denys Miller Sutton (10 August 1917 – 30 January 1991) was a British art critic and historian known for his focus on European artists before 1800 (Old Masters) and Asian art. He was art critic for the Financial Times and editor of Apollo magazine.	http://dbpedia.org/resource/Template:Authority_control	Denys Sutton	https://dbpedia.org/page/Denys_Sutton	http://en.wikipedia.org/wiki/Denys_Sutton?oldid=1042841657&ns=0
"George Herbert Perris (1866–1920) was the originator of the Home University Library of Modern Knowledge, a series of popular non-fiction books from the first half of the twentieth century that ran to over 200 volumes."	http://dbpedia.org/resource/United_Kingdom	George Herbert Perris	https://dbpedia.org/page/George_Herbert_Perris	http://en.wikipedia.org/wiki/George_Herbert_Perris?oldid=1082805646&ns=0
Michael Cramer (* 16. Juni 1949 in Gevelsberg) ist ein deutscher Politiker (Bündnis 90/Die Grünen). Von 2004 bis 2019 Mitglied des Europäischen Parlaments war er dort zwischen 2014 und Januar 2017 Vorsitzender im Ausschuss für Verkehr und Fremdenverkehr (TRAN).	http://dbpedia.org/resource/Michael_Cramer_(actor)	Michael Cramer	https://dbpedia.org/page/Michael_Cramer	http://en.wikipedia.org/wiki/Michael_Cramer?oldid=1051776342&ns=0
"Sir Frederick Maurice Powicke Kt FBA FRHistS (1879–1963) was an English medieval historian. He was a fellow of Merton College, Oxford and was a professor at Queen's University, Belfast and the Victoria University of Manchester, and from 1928 until his retirement Regius Professor at the University of Oxford. He was made a Knight Bachelor in 1946."	http://dbpedia.org/resource/Knight_Bachelor	F. M. Powicke	https://dbpedia.org/page/F._M._Powicke	http://en.wikipedia.org/wiki/F._M._Powicke?oldid=1122064666&ns=0
"Sir Cyril Astley Clarke, KBE, FRCP, FRCOG, (Hon) FRC Path, FRS (22 August 1907 – 21 November 2000) was a British physician, geneticist and lepidopterist. He was honoured for his pioneering work on prevention of Rh disease of the newborn, and also for his work on the genetics of the Lepidoptera (butterflies and moths)."	http://dbpedia.org/resource/Genetics	Cyril Clarke	https://dbpedia.org/page/Cyril_Clarke	http://en.wikipedia.org/wiki/Cyril_Clarke?oldid=1084230797&ns=0
"Gregor Reisch (c. 1467 - 9 May 1525) was a German Carthusian monk and humanist scholar. He is best known for his compilation Margarita Philosophica, one of the earliest printed encyclopedias of general knowledge."	http://commons.wikimedia.org/wiki/Special:FilePath/Gregor_Reisch_book.jpg?width=300	Gregor Reisch	https://dbpedia.org/page/Gregor_Reisch	http://en.wikipedia.org/wiki/Gregor_Reisch?oldid=1092262765&ns=0
"Joseph Blanco White, born José María Blanco y Crespo (11 July 1775 – 20 May 1841), was an Anglo-Spanish political thinker, theologian, and poet."	http://commons.wikimedia.org/wiki/Special:FilePath/Joseph_Blanco_White_NPG.jpg?width=300	Joseph Blanco White	https://dbpedia.org/page/Joseph_Blanco_White	http://en.wikipedia.org/wiki/Joseph_Blanco_White?oldid=1080307293&ns=0
"Roßdorf is a municipality in the district Schmalkalden-Meiningen, in Thuringia, Germany."	http://dbpedia.org/resource/Schmalkalden-Meiningen	"Roßdorf, Thuringia"	"https://dbpedia.org/page/Ro%C3%9Fdorf,_Thuringia"	"http://en.wikipedia.org/wiki/Roßdorf,_Thuringia?oldid=1121084891&ns=0"
Kurima is a village and municipality in the Bardejov District in the Prešov Region of north-east Slovakia.	http://dbpedia.org/resource/Central_European_Summer_Time	Kurima	https://dbpedia.org/page/Kurima	http://en.wikipedia.org/wiki/Kurima?oldid=1113028398&ns=0
"Georg Poplutz is a German tenor, a soloist in Baroque music, opera and oratorio, and a Lied singer. He has been a member of vocal ensembles such as Johann Rosenmüller Ensemble and Cantus Cölln, and has participated in a project to record the complete works of Heinrich Schütz."	http://dbpedia.org/resource/Arnsberg	Georg Poplutz	https://dbpedia.org/page/Georg_Poplutz	http://en.wikipedia.org/wiki/Georg_Poplutz?oldid=1084211217&ns=0
"George Padmore (28 June 1903 – 23 September 1959), born Malcolm Ivan Meredith Nurse, was a leading Pan-Africanist, journalist, and author. He left his native Trinidad in 1924 to study medicine in the United States, where he also joined the Communist Party. Padmore lived for a time in France, before settling in London. Toward the end of his life he moved to Accra, Ghana, where he helped shape the politics of Kwame Nkrumah and the Convention People's Party."	http://dbpedia.org/resource/Howard_University	George Padmore	https://dbpedia.org/page/George_Padmore	http://en.wikipedia.org/wiki/George_Padmore?oldid=1100807666&ns=0
"Moritz Eduard Pechuël-Loesche, (26 July 1840, Zöschen – 29 May 1913, Munich), was a German naturalist, geographer, ethnologist, painter, traveler, author, plant collector and Professor of Geography in Jena and Erlangen. Eduard was the eldest son of Ferdinand Moritz Pechuël, an innkeeper and mill owner, and Wilhelmine Lösche. During his travels he painted some 400 aquarelles, currently housed with the Geography Department of the University of Hamburg."	http://commons.wikimedia.org/wiki/Special:FilePath/Die_Gartenlaube_(1885)_b_379.jpg?width=300	Eduard Pechuël-Loesche	https://dbpedia.org/page/Eduard_Pechu%C3%ABl-Loesche	http://en.wikipedia.org/wiki/Eduard_Pechuël-Loesche?oldid=1087327004&ns=0
"Roger Hilton CBE (1911–1975) was a pioneer of abstract art in post-Second World War Britain. Often associated with the 'middle generation' of St Ives painters – Terry Frost, Patrick Heron, Peter Lanyon & Bryan Wynter – he spent much of his career in London, where his work was deeply influenced by European avante-garde movements such as tachisme and CoBrA. By 1974, he was confined to bed as an invalid precipitated in part by alcoholism. His work became less abstract in his later years, often being based on the nude or images of animals. He died at Botallack, not far from St Ives, in 1975."	http://dbpedia.org/resource/Cornwall	Roger Hilton	https://dbpedia.org/page/Roger_Hilton	http://en.wikipedia.org/wiki/Roger_Hilton?oldid=1089415301&ns=0
"Freycinet National Park is a national park on the east coast of Tasmania, Australia, 125 km northeast of Hobart. It occupies a large part of the Freycinet Peninsula, named after French navigator Louis de Freycinet, and Schouten Island. Founded in 1916, it is Tasmania's oldest park, along with Mount Field National Park. Bordering the national park is the small settlement of Coles Bay, and the largest nearby town is Swansea. Freycinet contains part of the rugged Tasmanian coastline and includes the secluded Wineglass Bay. Features of the park include its red and pink granite formations and a series of jagged granite peaks in a line, called ""The Hazards""."	http://dbpedia.org/resource/Australia	Freycinet National Park	https://dbpedia.org/page/Freycinet_National_Park	http://en.wikipedia.org/wiki/Freycinet_National_Park?oldid=1112636174&ns=0
"Hu Yepin (Chinese: 胡也频; Wade–Giles: Hu Yeh-p'in; 4 May 1903 – 7 February 1931) was a Chinese writer, poet, and playwright. A prominent member of the League of Left-Wing Writers, he was one of the Five Martyrs of the Left League executed in February 1931 by the Kuomintang government. Hu was the first husband of the celebrated writer Ding Ling, who was also a member of the Left League, and a close friend of the writer Shen Congwen."	http://dbpedia.org/resource/Fujian	Hu Yepin	https://dbpedia.org/page/Hu_Yepin	http://en.wikipedia.org/wiki/Hu_Yepin?oldid=1093727699&ns=0
"Hans Jura (21 March 1921 in Vienna – 25 November 1996 in Bad Ischl) was an Austrian cinematographer, most famous for his collaborations with the erotic film director Radley Metzger. In the 1940s, Jura trained in photography and film. After World War II he began his career as a cameraman for short documentary films. In 1963, he was awarded the Filmband in Gold for his work on and, in 1964, the same award again for The River Line. From 1988, Jura lived in Munich and worked as cameraman for the Wiener Musikverein before moving back to Bad Ischl."	"http://dbpedia.org/resource/Carmen,_Baby"	Hans Jura	https://dbpedia.org/page/Hans_Jura	http://en.wikipedia.org/wiki/Hans_Jura?oldid=1070641413&ns=0
"Virginia Zeani (born Virginia Zehan; 21 October 1925), Commendatore OMRI is a Romanian-born opera singer who sang leading soprano roles in the opera houses of Europe and North America. As a singer, she was known for her dramatic intensity and the beauty, wide range, and suppleness of her voice which allowed her to sing a repertoire of 69 roles ranging from the heroines in belcanto operas by Rossini and Donizetti to those of Wagner, Puccini and Verdi. She also created roles in several 20th-century operas, including Blanche in Poulenc's Dialogues of the Carmelites."	http://dbpedia.org/resource/Order_of_the_Star_of_Romania	Virginia Zeani	https://dbpedia.org/page/Virginia_Zeani	http://en.wikipedia.org/wiki/Virginia_Zeani?oldid=1120021369&ns=0
Walter von Brockdorff-Ahlefeldt (13 July 1887 – 9 May 1943) was a German general (General of the Infantry) during World War II. He was a recipient of the Knight's Cross of the Iron Cross with Oak Leaves. Brockdorff-Ahlefeldt became ill in November 1942 and returned to Germany. He died in a hospital in Berlin. Brockdorff-Ahlefeldt himself was a descendant of Danish-Holsteiner nobility.	http://dbpedia.org/resource/Knight's_Cross_of_the_Iron_Cross_with_Oak_Leaves	Walter von Brockdorff-Ahlefeldt	https://dbpedia.org/page/Walter_von_Brockdorff-Ahlefeldt	http://en.wikipedia.org/wiki/Walter_von_Brockdorff-Ahlefeldt?oldid=1115681115&ns=0
"Antenor Patiño Rodríguez (12 October 1896, in Oruro, Bolivia – 2 February 1982, in New York City) was a Bolivian tycoon, heir to his father Simón I. Patiño, called ""the King of Tin""."	http://dbpedia.org/resource/Bolivia	Antenor Patiño	https://dbpedia.org/page/Antenor_Pati%C3%B1o	http://en.wikipedia.org/wiki/Antenor_Patiño?oldid=1118549553&ns=0
"Christian Fürchtegott Gellert (4 July 1715 – 13 December 1769) was a German poet, one of the forerunners of the golden age of German literature that was ushered in by Lessing."	http://dbpedia.org/resource/Holy_Roman_Empire	Christian Fürchtegott Gellert	https://dbpedia.org/page/Christian_F%C3%BCrchtegott_Gellert	http://en.wikipedia.org/wiki/Christian_Fürchtegott_Gellert?oldid=1086655952&ns=0
"John E. Exner, Jr. (1928 – February 20, 2006), born in Syracuse, New York, was an American psychologist. He received a BS and an MS degree in psychology from Trinity University and a PhD in clinical psychology from Cornell University in 1958. From 1968 to 1969 he served as a director for the East Asia/Pacific and North Africa, Near East, South Asia Regions of the Office of Selection, Peace Corps of the United States of America. Later he became a faculty member at Long Island University, where he was director of clinical training from 1969 to 1979. He became professor emeritus in 1984."	http://psycnet.apa.org/journals/amp/62/1/54/	John E. Exner	https://dbpedia.org/page/John_E._Exner	http://en.wikipedia.org/wiki/John_E._Exner?oldid=1118116728&ns=0
"Veselin Anastasov Stoyanov (Веселин Анастасов Стоянов) (20 April 1902 in Shumen – 29 June 1969 in Sofia) was a Bulgarian composer. In 1937, he began teaching and later became professor of music theory courses at the National Academy of Music (Bulgaria). Stoyanov raised the level of music theory teaching in Bulgaria. His students included , , Stefan Remenkov, , Ivan Marinov and others."	http://commons.wikimedia.org/wiki/Special:FilePath/BASA-1772K-1-1301-1-Veselin_Stoyanov.jpg?width=300	Veselin Stoyanov	https://dbpedia.org/page/Veselin_Stoyanov	http://en.wikipedia.org/wiki/Veselin_Stoyanov?oldid=1070335767&ns=0
"Jill Elizabeth Bilcock AC (born 1948) is an Australian film editor, a member of the Australian Screen Editors (ASE) guild, as well as the American Cinema Editors (ACE) society, and has edited films such as Romeo + Juliet, Moulin Rouge! and Road to Perdition. She occasionally gives seminars at the Victorian College of the Arts in Melbourne, of which she is an alumna. The documentaries Jill Billcock: The Art Of Film Editing for ABC TV and the cinema-released Jill Bilcock: Dancing the Invisible, both in 2017, explore her life and work."	http://dbpedia.org/resource/Jill_Bilcock__PersonFunction__1	Jill Bilcock	https://dbpedia.org/page/Jill_Bilcock	http://en.wikipedia.org/wiki/Jill_Bilcock?oldid=1094184807&ns=0
"Hitomi Kamanaka (鎌仲ひとみ, Kamanaka Hitomi) (born 11 June 1958, Toyama Prefecture, Japan) is a Japanese documentary filmmaker known particularly for her films on nuclear power and radiation."	http://dbpedia.org/resource/Rokkasho_Rhapsody	Hitomi Kamanaka	https://dbpedia.org/page/Hitomi_Kamanaka	http://en.wikipedia.org/wiki/Hitomi_Kamanaka?oldid=1055138389&ns=0
"Johan Anthony Willem ""Hans"" Kamp (born 5 September 1940) is a Dutch philosopher and linguist, responsible for introducing discourse representation theory (DRT) in 1981. Kamp was born in Den Burg. He received a Ph.D. in Philosophy from UCLA in 1968, and has taught at Cornell University, University of London, University of Texas, Austin, and University of Stuttgart. His dissertation, Tense Logic and the Theory of Linear Order (1968) was devoted to functional completeness in tense logic, the main result being that all temporal operators are definable in terms of ""since"" and ""until"", provided that the underlying temporal structure is a continuous linear ordering. Kamp's 1971 paper on ""now"" (published in Theoria) was the first employment of in model theoretic semantics. His doctoral committee"	http://dbpedia.org/resource/Gábor_Alberti	Hans Kamp	https://dbpedia.org/page/Hans_Kamp	http://en.wikipedia.org/wiki/Hans_Kamp?oldid=1113825136&ns=0
Allen Robert Branston (1778–1827) was a British wood-engraver.	http://commons.wikimedia.org/wiki/Special:FilePath/The_Critic_by_Robert_Branston.jpg?width=300	Allen Robert Branston	https://dbpedia.org/page/Allen_Robert_Branston	http://en.wikipedia.org/wiki/Allen_Robert_Branston?oldid=1068486717&ns=0
"Lars Erik Einar Gustafsson (17 May 1936 – 3 April 2016) was a Swedish poet, novelist, and scholar. Among his awards were the in 2006, the Goethe Medal in 2009, the Thomas Mann Prize in 2015, and the International Nonino Prize in Italy in 2016."	http://dbpedia.org/resource/Stockholm	Lars Gustafsson	https://dbpedia.org/page/Lars_Gustafsson	http://en.wikipedia.org/wiki/Lars_Gustafsson?oldid=1119626475&ns=0
"Robert Graham King (born May 24, 1951) is an American macroeconomist. He is currently professor at the Department of Economics at Boston University, editor of the Journal of Monetary Economics, research consultant to the Federal Reserve Bank of Richmond, and a member of the National Bureau of Economic Research. Before that he was a professor at the University of Rochester and then at the University of Virginia. King is married to another macroeconomist, Marianne Baxter."	http://dbpedia.org/resource/Brown_University	Robert King (economist)	https://dbpedia.org/page/Robert_King_(economist)	http://en.wikipedia.org/wiki/Robert_King_(economist)?oldid=1101359984&ns=0
"Thomas Hodgkin RMS (17 August 1798 – 5 April 1866) was a British physician, considered one of the most prominent pathologists of his time and a pioneer in preventive medicine. He is now best known for the first account of Hodgkin's disease, a form of lymphoma and blood disease, in 1832. Hodgkin's work marked the beginning of times when a pathologist was actively involved in the clinical process. He was a contemporary of Thomas Addison and Richard Bright at Guy's Hospital in London."	http://dbpedia.org/resource/Jaffa	Thomas Hodgkin	https://dbpedia.org/page/Thomas_Hodgkin	http://en.wikipedia.org/wiki/Thomas_Hodgkin?oldid=1119968120&ns=0
"Mirka Yemendzakis (Greek: Μίρκα Γιεμεντζάκη) (died August 2, 2013) was a Greek actress, musician, voice coach and director based at the National Theatre of Greece in Athens. She collaborated with Peter Brook, Peter Oskarson and Robert Wilson, as well as eight years with Peter Stein at the Berliner Schaubühne."	http://dbpedia.org/resource/Template:Authority_control	Mirka Yemendzakis	https://dbpedia.org/page/Mirka_Yemendzakis	http://en.wikipedia.org/wiki/Mirka_Yemendzakis?oldid=1113468672&ns=0
"Jean-Jacques Dessalines (Haitian Creole: Jan-Jak Desalin; French pronunciation: ​[ʒɑ̃ ʒak dɛsalin]; 20 September 1758 – 17 October 1806) was a leader of the Haitian Revolution and the first ruler of an independent Haiti under the 1805 constitution. Under Dessalines, Haiti became the first country in the Americas to permanently abolish slavery. Initially regarded as governor-general, Dessalines was later named Emperor of Haiti as Jacques I (1804–1806) by generals of the Haitian Revolution Army and ruled in that capacity until being assassinated in 1806. He has been referred to as the father of the nation of Haiti."	http://dbpedia.org/resource/Marie-Claire_Heureuse_Félicité	Jean-Jacques Dessalines	https://dbpedia.org/page/Jean-Jacques_Dessalines	http://en.wikipedia.org/wiki/Jean-Jacques_Dessalines?oldid=1122143123&ns=0
"Heckelberg-Brunow is a municipality in the district Märkisch-Oderland, in Brandenburg, Germany."	http://dbpedia.org/resource/Märkisch-Oderland	Heckelberg-Brunow	https://dbpedia.org/page/Heckelberg-Brunow	http://en.wikipedia.org/wiki/Heckelberg-Brunow?oldid=1110135540&ns=0
"Soultans is an all-male R&B band notable predominantly in Europe, but also for signing on for a short contract with BMG. The Soultans originally consisted of three members and is based in Germany, although two of its members have English ties. The group resides under the German label, Coconut Records, which has also kick-started other small bands' careers. The lead vocalist, Marvin Broadie, and musician Marco Boi, were later replaced by Sascha van Haasen and Mike Marshall in 2002."	http://dbpedia.org/resource/Contemporary_R&B	Soultans	https://dbpedia.org/page/Soultans	http://en.wikipedia.org/wiki/Soultans?oldid=1049034792&ns=0
"Galatea Ranzi (born 24 January 1967) is an Italian film, stage and television actress."	http://dbpedia.org/resource/Template:Authority_control	Galatea Ranzi	https://dbpedia.org/page/Galatea_Ranzi	http://en.wikipedia.org/wiki/Galatea_Ranzi?oldid=997631829&ns=0
"Madina Lake is an American alternative rock band formed in Chicago, Illinois, United States, in 2005. The band released their debut album, From Them, Through Us, to You, through Roadrunner Records on March 27, 2007. Madina Lake won Best International Newcomer at the Kerrang! Awards 2007. The group disbanded in September 2013 before reuniting in February 2017."	http://dbpedia.org/resource/The_Blank_Theory	Madina Lake	https://dbpedia.org/page/Madina_Lake	http://en.wikipedia.org/wiki/Madina_Lake?oldid=1105853765&ns=0
"Biesdorf is a municipality in the district of Bitburg-Prüm, in Rhineland-Palatinate, western Germany."	http://www.suedeifelinfo.de/index.php/2014-04-02-10-51-07/gemeinden-der-vg-suedeifel	Biesdorf	https://dbpedia.org/page/Biesdorf	http://en.wikipedia.org/wiki/Biesdorf?oldid=1037391611&ns=0
"Fabritio Caroso da Sermoneta (1526/1535 – 1605/1620) was an Italian Renaissance dancing master and a composer or transcriber of dance music. His dance manual Il Ballarino was published in 1581, with a subsequent edition, significantly different, Nobiltà di Dame, printed in 1600 and again after his death in 1630. The work has been published in English as Courtly Dance of the Renaissance by Julia Sutton."	http://dbpedia.org/resource/Italy	Fabritio Caroso	https://dbpedia.org/page/Fabritio_Caroso	http://en.wikipedia.org/wiki/Fabritio_Caroso?oldid=961072958&ns=0
"Erhard von Appenweiler (d. 1471 or 1472) was a 15th-century Basel chronicler and cleric.A native of Appenweiler near Colmar, his presence as chaplain at Basel Minster is recorded from 1429. He was made chamberlain at local commandery of the Order of Saint John in 1443.On the empty pages of Sächsische Weltchronik manuscript, he recorded the local history of Basel for the years 1439–1471, beginning with the election of Amadeus VIII of Savoy as Pope Felix V and the Armagnacs invasion. His chronicle has the character of informal notes and does not strictly follow chronological order, but it is of high value for the regional history of Basel for this period due to its rich detail."	http://dbpedia.org/resource/Template:Authority_control	Erhard von Appenweiler	https://dbpedia.org/page/Erhard_von_Appenweiler	http://en.wikipedia.org/wiki/Erhard_von_Appenweiler?oldid=662700220&ns=0
"Lee Alvin DuBridge (21 September 1901 – 23 January 1994) was an American educator and physicist, best known as president of the California Institute of Technology from 1946–1969."	http://dbpedia.org/resource/Vannevar_Bush_Award	Lee Alvin DuBridge	https://dbpedia.org/page/Lee_Alvin_DuBridge	http://en.wikipedia.org/wiki/Lee_Alvin_DuBridge?oldid=1124787328&ns=0
"Ferdinand Friedrich Zimmermann (August 14, 1898 – July 11, 1967) was a German author and journalist. He used his pseudonym of Ferdinand Fried to publish."	http://dbpedia.org/resource/Germany	Ferdinand Zimmermann	https://dbpedia.org/page/Ferdinand_Zimmermann	http://en.wikipedia.org/wiki/Ferdinand_Zimmermann?oldid=1068196109&ns=0
"Marvin Louis Stamm (born May 23, 1939) is an American jazz trumpeter."	http://dbpedia.org/resource/American_Jazz_Orchestra	Marvin Stamm	https://dbpedia.org/page/Marvin_Stamm	http://en.wikipedia.org/wiki/Marvin_Stamm?oldid=1110306936&ns=0
"Rio Gebhardt (1 November 1907 – 24 June 1944) was a German pianist, conductor and composer. He was born in Heilbronn, Germany. His parents made guest appearances in local variety shows. At age 4, he made his first public appearance. He studied with Kurt Weill. His younger brother, Ferry Gebhardt, a student of Edwin Fischer, was a concert pianist and later professor of piano at the Hochschule für Musik und Theater Hamburg."	http://www.guenther-emig.de/musik/gebhardt.html	Rio Gebhardt	https://dbpedia.org/page/Rio_Gebhardt	http://en.wikipedia.org/wiki/Rio_Gebhardt?oldid=1050699184&ns=0
"Lesley Selander (May 26, 1900 – December 5, 1979) was an American film director of Westerns and adventure movies. His career as director, spanning 127 feature films and dozens of TV episodes, lasted from 1936 to 1968. Before that, Selander was assistant director on films such as The Cat and the Fiddle (1934), A Night at the Opera (1935), and Fritz Lang's Fury (1936)."	http://dbpedia.org/resource/Lesley_Selander__PersonFunction__1	Lesley Selander	https://dbpedia.org/page/Lesley_Selander	http://en.wikipedia.org/wiki/Lesley_Selander?oldid=1120043495&ns=0
"Viktor Ivanovich Anpilov (Russian: Ви́ктор Ива́нович Анпи́лов; 2 October 1945, in Belaya Glina, Krasnodar Krai – 15 January 2018, in Moscow) was a Russian hardline Communist politician and trade unionist."	"http://commons.wikimedia.org/wiki/Special:FilePath/Viktor_Anpilov,a_Russian_hardline_Communist_politician_and_trade_unionist_(cropped).jpg?width=300"	Viktor Anpilov	https://dbpedia.org/page/Viktor_Anpilov	http://en.wikipedia.org/wiki/Viktor_Anpilov?oldid=1116624020&ns=0
"Teuchern is a town in the Burgenlandkreis district, in Saxony-Anhalt, Germany. It is situated approximately 10 km southeast of Weißenfels. On 1 January 2011 it absorbed the former municipalities Deuben, Gröben, Gröbitz, Krauschwitz, Nessa, Prittitz and Trebnitz. These 7 former municipalities and Teuchern proper are now Ortschaften or municipal divisions of the town Teuchern."	http://dbpedia.org/resource/Burgenlandkreis	Teuchern	https://dbpedia.org/page/Teuchern	http://en.wikipedia.org/wiki/Teuchern?oldid=1116187468&ns=0
"Niccolò Antonio Zingarelli (Italian pronunciation: [nikkoˈlɔ anˈtɔːnjo ddziŋɡaˈrɛlli]; 4 April 1752 – 5 May 1837) was an Italian composer, chiefly of opera."	http://commons.wikimedia.org/wiki/Special:FilePath/Nicola_Antonio_Zingarelli.jpg?width=300	Niccolò Antonio Zingarelli	https://dbpedia.org/page/Niccol%C3%B2_Antonio_Zingarelli	http://en.wikipedia.org/wiki/Niccolò_Antonio_Zingarelli?oldid=1090602399&ns=0
"Gaetano Pesce (born 8 November 1939) is an Italian architect and a design pioneer of the 20th century. Pesce was born in La Spezia in 1939, and he grew up in Padua and Florence. During his 50-year career, Pesce has worked as an architect, urban planner, and industrial designer. His outlook is considered broad and humanistic, and his work is characterized by an inventive use of color and materials, asserting connections between the individual and society, through art, architecture, and design to reappraise mid-twentieth-century modern life."	http://commons.wikimedia.org/wiki/Special:FilePath/Organic_building_-_Osaka.jpg?width=300	Gaetano Pesce	https://dbpedia.org/page/Gaetano_Pesce	http://en.wikipedia.org/wiki/Gaetano_Pesce?oldid=1119199826&ns=0
"Faheem Rashad Najm (born September 30, 1984), better known by his stage name T-Pain, is an American rapper, singer, songwriter, and record producer. Throughout his career as a singer, T-Pain popularized the creative use of the Auto-Tune pitch correction effect, used with extreme parameter settings to create distinctive vocal sounds. His success with the effect has influenced several other major artists to adopt it as well, namely rappers Snoop Dogg, Lil Wayne, Kanye West, Future and Travis Scott, among others. After signing with singer Akon's Konvict Muzik, T-Pain subsequently founded his own vanity label imprint, Nappy Boy Entertainment, established in 2005."	http://dbpedia.org/resource/Contemporary_R&B	T-Pain	https://dbpedia.org/page/T-Pain	http://en.wikipedia.org/wiki/T-Pain?oldid=1123681173&ns=0
"Happy Days is a play in two acts, written by Samuel Beckett. Viewed positively by critics, it was named in The Independent as one of the 40 best plays of all time. Winnie, buried to her waist, follows her daily routine and prattles to her husband, Willie, who is largely hidden and taciturn. Her frequent refrain is ""Oh this is a happy day."" Later, in Act II, she is buried up to her neck, but continues to talk and remember happier days."	"http://commons.wikimedia.org/wiki/Special:FilePath/Samuel_Beckett,_O,_lepi_dnevi,_Eksperimentalno_gledališče.jpg?width=300"	Happy Days (play)	https://dbpedia.org/page/Happy_Days_(play)	http://en.wikipedia.org/wiki/Happy_Days_(play)?oldid=1115594996&ns=0
"Emmanuil Gedeonovich Vitorgan (Russian: Эммануи́л Гедео́нович Виторга́н; born 27 December 1939) is a Soviet, Russian film and theater actor, Honored Artist of the RSFSR (1990). People's Artist of Russia (1998). He acted in over a hundred films."	http://www.vitorgan.ru/	Emmanuil Vitorgan	https://dbpedia.org/page/Emmanuil_Vitorgan	http://en.wikipedia.org/wiki/Emmanuil_Vitorgan?oldid=1101044899&ns=0
"Walter Heinrich Munk (October 19, 1917 – February 8, 2019) was an American physical oceanographer. He was one of the first scientists to bring statistical methods to the analysis of oceanographic data. His work won awards including the National Medal of Science, the Kyoto Prize, and induction to the French Legion of Honour."	http://dbpedia.org/resource/Geophysics	Walter Munk	https://dbpedia.org/page/Walter_Munk	http://en.wikipedia.org/wiki/Walter_Munk?oldid=1114439112&ns=0
"Prince Hassan bin Talal (Arabic: الحسن بن طلال, born 20 March 1947) is a member of the Jordanian royal family who was previously Crown Prince from 1965 to 1999, being removed just three weeks before King Hussein's death."	http://dbpedia.org/resource/Prince_Rashid_bin_Hassan	Prince Hassan bin Talal	https://dbpedia.org/page/Prince_Hassan_bin_Talal	http://en.wikipedia.org/wiki/Prince_Hassan_bin_Talal?oldid=1110563718&ns=0
"Alexander Werth (4 February 1901, St Petersburg – 5 March 1969, Paris) was a Russian-born, naturalized British writer, journalist, and war correspondent."	http://commons.wikimedia.org/wiki/Special:FilePath/Verbrennungsöfen_Majdanek_-_Fotothek_df_pk_0000125_003.jpg?width=300	Alexander Werth	https://dbpedia.org/page/Alexander_Werth	http://en.wikipedia.org/wiki/Alexander_Werth?oldid=1109577483&ns=0
